,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_41,MFCC_42,MFCC_43,MFCC_44,MFCC_45,MFCC_46,MFCC_47,MFCC_48,MFCC_49,MFCC_50,Label
6373,-262.85007,99.434395,-28.090347,28.04247,-24.633501,-1.2389709,-22.300062,2.377487,-8.82165,6.827955,-11.640985,-2.9293976,-11.174244,0.10889228,-12.247722,0.4646273,-0.20302203,0.7029498,1.7762657,2.618917,-1.3895326,0.17598665,1.7076406,2.583032,1.4153134,-0.7193744,4.9166527,2.0365853,4.398743,1.7117447,3.781403,3.677984,2.2854185,-0.12492675,4.249152,2.2389402,0.35149008,-2.5696135,-2.2474248,0.66057104,1.9846376,4.3967,1.01369,-0.90062904,0.49008375,1.2900735,-1.8252324,-1.7238848,0.5330627,-1.3390057,ang
6376,-438.21075,118.33646,1.0211235,24.951155,-5.987162,5.0230484,-7.2425494,0.7553713,1.4133055,2.1119645,2.975389,2.5626452,-0.36236927,0.75670815,-3.931185,-0.22007021,-1.1237882,-2.7068043,-3.0493453,2.6988168,1.2072809,1.9871919,3.3116078,1.1076018,5.320982,0.81813645,5.110312,5.4074,3.572086,2.7255492,0.56970793,2.0874834,2.4696002,0.24858795,2.3389475,4.82484,0.34567055,-2.170837,-3.7618966,-2.5035863,-0.21421453,1.2329541,2.7066977,1.3800868,-0.4491863,1.2159289,2.3342152,-2.1057365,-1.2902569,-0.6012216,ang
6377,-299.01752,84.014275,-20.225285,14.242046,-24.66465,8.574226,-20.66328,-0.3512548,-8.41944,-5.2260785,-7.9864693,-0.95784366,-5.2331734,1.4771687,-10.360571,9.236122,8.1646385,6.1020703,7.728865,7.5327005,4.2970934,4.406678,3.8447454,0.38308915,3.2578423,0.82042813,3.9494436,0.10751252,2.302873,2.095816,2.9138937,3.3014157,2.1590574,0.5533824,-3.605656,-1.6801342,2.3915088,-1.0629917,-1.7499442,-1.9014868,-0.12723342,-0.05763962,0.3274771,1.4276884,2.068494,1.1178957,1.9404969,1.8479909,0.6256674,-0.51459324,ang
6378,-389.13943,109.36948,-8.453663,37.595745,-10.288521,4.1327724,-10.999214,0.5242743,-1.0074667,1.0207645,-0.63140845,-0.8625933,-5.478589,2.9103239,-10.16608,1.4372281,-0.93428487,-1.0104362,1.9362746,3.2366025,4.971302,1.9452367,4.103779,1.101152,4.157566,3.4647498,3.960574,2.5053198,1.8330052,2.8617246,4.462965,2.0818374,-0.117873736,-1.4496433,1.8454039,2.8532624,-2.4635863,-3.0593836,-1.9301372,-0.012887301,-0.37283164,-0.21474718,1.4659574,-0.72010064,-1.4156332,-0.13320419,2.7778242,-1.9041027,-1.546322,-1.538242,ang
6380,-476.5286,125.83471,-0.34336382,34.390965,-5.663414,11.636232,-8.683831,6.6232996,-0.03580783,4.905893,1.2457808,4.404401,0.9462465,0.3149155,-4.0835047,1.1665679,1.847172,-0.25566438,-0.025098631,0.05863704,2.391025,-1.2225246,-1.5229956,-0.33841303,3.513977,3.5956178,6.3098917,7.187678,4.891083,1.698129,0.5366913,2.2179286,1.154999,-0.25879213,1.921154,4.6870203,2.4584832,-1.9648726,-2.9311879,0.29483536,0.06884342,0.07747696,1.9969051,1.0575559,0.88947695,1.97129,2.4662764,-0.12941214,0.7443177,-1.8549573,ang
6385,-477.13843,127.5197,-15.604253,45.148624,-7.449633,11.695113,-11.274122,4.9159317,-7.109134,1.7959543,-2.796137,4.8013477,-2.5723872,2.0191736,-0.9550908,-2.1566815,-0.09893546,1.4419488,-4.6002026,-1.6987139,-0.7721823,-4.928811,1.1240308,-0.74458355,3.7555232,-0.78483224,1.8059392,4.537114,0.927377,-0.16841105,-0.4908096,-0.36137512,1.2896079,-2.7685795,0.9656376,2.0174406,0.10097662,-1.0796231,-0.63082993,2.2050986,-3.320506,-0.15678862,0.90826404,-0.693311,-0.8518152,-0.35129616,-1.1411114,-2.510597,-0.19360109,-2.098094,sad
6386,-485.66757,139.19968,-17.10582,43.422035,-2.3947809,10.54116,-12.597773,6.0100236,-6.746999,2.9988618,-1.9415398,4.1729903,1.3349067,1.5121275,-2.9087965,0.7583933,1.6158715,0.35116765,-2.8728704,0.41490674,0.19475025,-4.226648,3.6345937,-1.8917875,3.8187592,-0.6189697,1.5698537,2.757714,1.7748137,0.15018728,-0.8287802,1.2719283,0.32310492,-1.5071486,0.5243321,1.1131452,-0.26288489,-2.1259315,-1.5230156,3.4610894,-3.9399338,-0.92682076,0.30802494,-2.7367356,-0.2121065,0.74467915,0.91589755,-0.5245971,2.1789834,-0.7133699,sad
6390,-392.58768,128.4344,-18.942348,40.305885,-7.2040668,-5.08907,-3.8009746,-9.103045,-6.745689,-1.535306,-2.576155,3.685967,-9.000442,1.6478331,-3.3043418,-7.6359825,-0.45395708,0.7795486,-8.692577,0.6912565,-2.9792426,-7.555811,2.8284106,-1.9427015,3.8904374,0.102374524,0.6483346,1.1700991,-0.08124974,-1.4966823,-0.83348495,1.1911396,1.7255173,-1.6015097,0.2517607,-0.8529415,-3.5011744,-2.4128065,0.852282,3.035535,-0.009137215,2.2043722,1.6816118,0.4373738,1.1201668,1.7819532,1.6159221,0.15062906,0.26967135,0.9715337,ang
6391,-380.99252,134.39482,-29.365255,39.684036,-13.071201,-2.4818904,-11.656001,-5.0326347,-5.283398,1.6936265,-7.345895,3.954978,-6.9847317,0.98342896,-2.5108767,-3.1543536,-0.32541564,-0.434596,-6.1963696,1.1555274,-1.9212524,-3.2846131,1.1529263,-2.549101,1.7372521,-1.2242709,0.64892614,0.6951436,0.78756183,-2.7535233,0.6831088,0.70176995,2.6098301,0.28732765,3.0383296,-0.049723733,-1.3889062,-0.391853,-0.6105246,1.4282652,-1.0691627,1.958468,1.6508014,0.295294,0.19024573,1.6069589,0.7527014,1.3038027,2.9936855,3.1320093,ang
6393,-368.26108,108.251274,-15.400712,37.191425,-12.550736,-3.7742584,-11.119417,4.1615543,-11.701061,1.9847028,-9.96601,-0.49796534,-9.984662,3.2445982,-6.5351787,-3.420158,-5.051386,-1.6222794,-10.226127,0.44886437,-3.950907,-5.8053036,0.7725,-1.5633494,2.5433052,-1.1008279,1.8591454,0.84654564,-0.54936135,-1.1227692,2.8693857,3.0256808,5.6209383,1.9066287,2.9414816,2.7723873,0.28743258,0.718899,1.199388,0.5152533,-0.3562787,1.3170911,1.342503,-0.12135549,1.3336586,1.0900741,-0.78926533,-0.91820645,-1.2029241,0.33328372,ang
6394,-335.26147,88.34132,-17.769455,45.845043,-14.979556,0.70646876,-20.654276,-0.88076586,-13.384965,1.5807544,-11.471811,0.84190947,-11.892903,2.6675828,-8.519506,-0.8069267,-1.7665392,-1.1342661,-4.2423577,0.61450577,-4.7049627,-4.228445,-3.4773712,-4.4576945,-0.8552018,-2.173677,5.2568483,4.5613046,4.199413,2.256197,3.971575,1.6375774,6.3743925,3.5424957,4.4091187,2.6301076,0.90949875,1.8624477,0.10994637,1.2853632,-0.06638531,-0.17029312,1.9086615,1.218669,1.7422979,0.955624,-1.1892464,-0.27285975,1.1172285,2.0082502,ang
6401,-393.90744,97.77234,-6.895919,40.292095,-9.540227,2.7559485,-19.274097,2.2833116,-8.9893465,-0.84674054,-7.8579216,6.274624,-7.9677963,3.0124657,-6.6125994,-0.72324926,-0.3919795,-3.4785278,-5.3185587,0.466289,-6.491119,-3.587556,-3.8095703,-3.4222147,0.8307019,-3.9919505,-0.6120424,3.5814872,4.7734017,3.1796904,2.2147522,3.497188,5.4925957,0.29576603,6.5825214,5.274753,3.583364,-1.1895095,1.4115833,2.3964107,-0.7596314,0.8864546,2.3984144,-0.21484458,-0.88073725,1.0801489,-1.2564608,-1.4648376,-0.9692025,-2.0431068,ang
6402,-382.69354,111.58453,-15.748863,43.998707,-10.047624,2.080337,-16.722416,-5.296004,-10.629899,2.398827,-7.229312,3.0100782,-8.088239,2.3239465,-7.9926634,-5.460961,-2.622007,-0.39280176,-5.967215,4.5504026,-2.6569452,-3.8403459,0.750231,-3.94912,1.4498781,-1.4019125,2.8850462,4.8904634,1.0931287,0.23979858,-0.41598782,0.030577177,0.88283116,-1.9872037,1.5654135,-0.47790173,-0.77562815,-0.822199,2.220592,3.4854703,1.6509395,1.2620602,1.3102131,-0.9897222,-0.26912382,2.9787173,1.0975293,1.9355502,2.0464692,2.0593696,ang
6403,-411.0321,117.70994,-16.63429,36.662155,-6.2321925,6.896664,-20.616152,-0.70724654,-9.179242,2.2489324,-4.6663456,3.016179,-6.3168745,1.706575,-3.2889946,-3.466253,-4.89881,0.7516547,-6.793906,1.002742,-2.0642712,-4.071642,2.0453525,-0.8591575,3.0159805,-0.60469043,-1.4982634,0.9093998,2.871232,2.1887248,2.4126058,2.0653334,2.4630527,-1.2669604,2.8662782,0.89542526,-2.3575537,-2.4037304,2.070929,2.4957685,-0.41020104,-0.6361896,1.2396919,-0.003092976,-1.2514802,0.65696424,0.1604196,0.758323,1.6855791,1.70474,ang
6406,-420.77017,117.19012,-16.124928,24.857231,-13.816408,-0.4642398,-4.6615934,1.9601148,0.34157503,3.4071722,-1.8608807,1.1680511,-5.400821,1.1880817,-4.263432,-2.7677026,4.0091248,-1.588084,-6.579674,0.2441061,-2.4414349,-4.1600423,0.4291411,3.5238538,4.3250756,1.7386163,-1.6113974,0.06363791,0.705302,-0.14146458,-0.31040585,1.0771961,2.7682176,-1.3034996,4.599035,3.798014,0.17491017,-2.8964179,1.598589,3.997652,-1.8100555,-1.3476963,2.0177288,0.21936776,0.8638501,3.408811,2.8927686,1.2603208,1.8090469,0.44921312,ang
6407,-482.2688,124.392204,-7.5591993,41.532234,-14.446761,17.28828,-20.375694,13.387162,-10.032077,7.0391407,-4.565965,6.8236175,-4.0546207,5.5856752,-3.121862,0.6001721,0.098720975,2.33662,-6.4567747,3.0710769,-0.6611552,-5.135058,0.7090117,-1.0392525,4.593162,-0.5165527,1.5462154,2.9815316,2.5903401,0.6443512,-1.378933,1.6690378,2.0834746,-4.3868823,0.06534788,2.0576088,-2.1404817,-3.3272274,0.21142767,2.9550881,-3.329288,-1.7568814,0.41573638,-0.53207934,-0.56069106,2.2672527,1.2026355,-1.5240767,0.6305853,0.25189403,sad
6409,-415.62256,129.08084,-20.647093,34.75364,-11.8507805,-2.7871065,-1.4352072,-3.2572827,-5.1530213,2.8804514,-3.0969875,4.2799535,-3.7983637,-0.0444211,-3.2304037,-3.8313918,-0.84704745,-0.57361305,-4.786738,-0.9512372,-0.9418511,-4.9499106,0.8469234,-1.186823,0.8007141,-1.4568003,-1.1026664,2.5234423,0.42121413,-3.1819139,-3.089726,-0.42288598,1.0560011,-3.0280254,3.1537359,3.6788955,1.2743515,-0.01438058,2.9637675,3.7877674,-1.9698232,-0.8797161,0.7975584,-0.100358546,-0.45349327,0.47928885,-1.622178,-1.6440759,-0.15050232,0.5559708,ang
6410,-315.5978,111.10929,-32.583817,20.69585,-24.299345,-1.5764042,-14.353278,-7.3631825,-6.694629,3.6913223,-5.9600854,-1.5642922,-13.693323,1.5862433,-8.022421,-6.8187456,-3.5781038,-5.4845185,-3.3512948,1.171847,-3.1117792,-4.5075617,-2.3070476,-2.1374497,0.74891305,0.82408625,1.2711929,2.7640064,4.540601,2.8244443,3.6635432,9.156493,11.422422,2.7965598,-0.08994304,-0.615743,3.8035889,5.240668,2.4158914,-2.7374508,-2.1957562,1.728783,3.1380937,2.572186,-1.7709246,0.09493448,-2.7355328,-2.7941823,-2.0457628,-1.1258216,ang
6411,-353.2022,72.87558,-2.1341522,51.60786,-21.339462,4.22374,-29.028666,7.7351856,-21.502552,2.2114606,-10.078434,2.777628,-8.600575,6.592309,-11.34019,4.078599,-6.5816097,-1.0866555,-5.9206696,3.530444,-3.3282397,-0.087133,-2.2304149,4.252612,6.9332924,0.94863534,4.0004425,5.0861964,1.4785379,1.3372713,-0.78265274,0.7764422,4.887148,1.0681742,3.3192594,2.9768007,3.13337,1.5651351,1.7195551,0.5807467,-0.38158146,-1.5810766,2.1340342,0.65750307,-0.22668561,1.768463,-0.27304134,0.25535625,-0.4545399,-2.2473829,ang
6413,-486.6581,127.11258,-9.33962,40.34606,-3.399366,8.323165,-9.926847,7.4927793,-3.9609182,1.515009,1.0039749,1.657504,-1.4786794,0.5548795,-1.3762251,-0.22759552,1.6804076,2.1614618,-5.1173167,0.63207537,0.90855545,-6.7890677,0.6348069,-0.58131063,3.0682838,1.0749253,-0.12893543,4.9464717,2.278188,1.8196625,-2.0985184,1.8139695,2.5708492,-4.506168,1.0539725,4.010951,0.27506277,-3.4187222,2.1296675,2.2231336,-2.7120683,-1.6741652,0.8262652,-1.3352304,-2.0762334,0.8015696,-0.2064024,-2.0773585,-0.45438072,-0.72753704,sad
6415,-393.49573,122.8164,-27.049433,45.818146,-11.48481,-2.6924124,-9.092983,-6.6523647,-5.636682,0.43125328,-5.9249406,5.6912627,-8.801079,1.5956364,-4.9774203,-5.940228,0.433532,-0.7394646,-6.5283704,4.5083294,-4.3494096,-5.887137,3.5122502,-4.6960692,2.5709531,-2.8290799,0.17279737,-0.17024498,-2.3151338,-2.472726,-0.8717248,1.8972088,3.677129,-0.58229953,0.75137615,0.5381438,-1.7365141,-1.4882702,1.0773563,1.6355697,-1.0443894,0.3408011,2.6185997,3.3961391,2.9330225,4.2007337,2.2757876,2.0021255,3.5313609,2.9600136,ang
6419,-335.87982,102.23058,-12.500971,44.004707,-18.57293,6.3681135,-29.656815,1.6998851,-17.320238,4.762912,-15.826107,4.5895925,-10.8653345,2.18594,-11.534146,0.26814124,-7.2030954,-2.2627664,-4.7554803,1.5170574,-3.8206985,-0.80262065,-0.2359155,2.837875,1.3605293,-0.33467576,0.8644955,1.6242499,0.14392905,-2.4884071,0.13633466,1.331244,3.5818841,0.015094291,1.3899642,-0.29699397,-1.0604368,0.5341496,0.043560043,-1.1392741,-0.3334144,0.35778624,1.4937007,3.8938017,2.203555,1.4992453,0.539621,0.7221251,2.6891465,0.39453763,ang
6427,-408.89734,110.28781,-14.870029,32.385124,-14.085361,15.123021,-17.191158,11.236542,-5.70872,5.9346113,-4.9037433,3.172878,-3.2609358,-1.0260692,-2.7424295,-0.9985928,0.5033159,-3.7547076,-0.052685656,-0.12627256,0.5890385,1.4275359,1.6824392,1.817028,5.6155744,3.9349155,7.7083426,6.84958,7.665381,3.6586173,3.5010843,2.8352406,3.4647503,1.2562742,2.0970454,0.19270423,-1.5176885,-1.0180936,-1.5561588,0.90010417,-1.2040662,-1.0483977,1.9222838,1.6104612,-0.36597526,-0.34721872,1.1862481,1.9551173,1.8481334,-0.91449267,ang
6428,-375.64566,115.404335,-13.304072,33.571594,-16.85814,10.23285,-17.13441,5.3193727,-7.044413,2.3002098,-3.4998486,0.046543747,-1.0591416,0.23734905,-7.1617584,-0.08070574,-3.9814262,-4.3816657,-3.3844538,-3.920347,-3.7836483,1.5569447,1.4199505,7.311663,10.8133135,11.447253,11.724388,6.1531544,5.853022,4.8778853,2.2443419,0.4702905,1.779168,-2.557496,1.3729683,2.016255,-1.7842565,-3.7620583,-2.327867,-1.6408402,-2.4409482,-1.969952,0.39590845,-0.059670966,-1.5709623,1.85856,3.3296764,1.3681111,1.1244015,2.6195166,ang
6432,-410.53253,111.74804,-3.909131,23.217712,-11.236911,9.84946,-10.28686,-1.6885587,-1.8033527,4.4224434,1.5499997,1.9377857,-1.4244612,-2.7936811,-3.8494024,3.188436,4.871914,1.2440683,0.41947585,2.9844797,2.332118,0.06056981,1.846584,1.0460967,4.2957835,4.5625153,3.3189206,2.8689055,-0.6333484,1.6967595,3.0166037,3.582469,2.315774,-1.2566446,2.6848035,3.8057334,0.5391359,-5.1008415,-2.907987,1.527591,-0.609125,-0.98183465,0.435907,2.0283391,-0.2978667,0.42009872,2.6956475,1.1375678,0.3865295,-1.0433893,ang
6433,-455.51587,122.80582,-8.378835,29.572405,-9.022938,14.58698,-8.863808,7.6823273,2.0280542,5.5857673,3.067456,4.4517975,0.05337957,-0.32076082,-0.49587935,0.86356676,2.5942664,-2.3859708,1.3798288,0.8143112,3.4630163,-0.6909693,0.5911368,0.5706208,3.8788188,3.0469446,6.7567234,6.020116,3.5238297,2.0862026,0.53227377,1.9445901,-0.5416251,1.2875229,1.9827789,2.7945123,1.4703548,-0.10556245,-2.5852532,-1.9818267,-0.51920354,1.396121,2.8144205,1.2393535,0.9793721,2.5481265,3.5618737,0.3903512,-1.7802182,-1.4233899,ang
6434,-342.6543,79.668884,-3.2670422,38.18947,-18.595675,16.076267,-15.641259,0.102760546,-10.196635,4.7690797,-6.6985464,4.763521,-8.409528,0.49045488,-10.415266,0.7803654,-3.9985304,-2.9666407,-1.3473903,-2.669053,-2.5988777,-0.5562853,1.9332637,1.612618,10.376413,7.52394,9.031462,3.869229,3.8288286,3.120267,2.54354,2.6008525,0.9291347,1.6982932,5.7609506,2.228249,-0.31532443,-1.2061455,-1.0220516,-0.65354675,-0.9469629,-0.9772811,-0.4668288,1.5353689,0.7540288,1.689327,1.9415631,0.52809185,1.3234619,-1.2638433,ang
6435,-333.85538,92.51795,-12.800018,31.206696,-24.204052,8.526894,-17.59643,3.514889,-9.002649,-0.41090128,-2.5896876,1.0732337,-4.341568,-0.8393926,-15.835232,-3.2381885,-4.8488617,2.7443051,6.8291693,8.99447,4.348942,5.628658,3.6406543,1.3972577,3.5527644,2.3077168,10.468437,6.7189198,0.99547255,2.387433,5.509225,1.4598467,0.17840654,-0.8620931,-0.41213754,-0.22264527,0.6769503,-1.0225743,-1.0149168,-0.944576,-1.4449052,0.08055234,0.3706722,-1.805406,0.55428797,1.7218808,1.6378151,-0.44205382,-0.66726035,-0.76496506,ang
6436,-368.39096,94.60085,-3.194837,39.602932,-19.413216,8.8065605,-15.608021,0.66843563,-4.3466873,3.638875,-5.645344,2.0121894,-6.491098,2.5633795,-6.3694296,1.434809,-0.69245344,-3.6704652,-1.016283,-2.5437884,-3.06353,-0.13809092,1.5167866,-0.2087881,4.6427045,3.390902,7.0796075,7.9946647,7.8512163,7.349748,6.099387,4.4535303,3.6336432,0.93178046,0.10164956,-0.8042427,0.4034551,0.64743733,-2.553505,-2.3973956,-2.0229585,0.59757817,0.23113088,-1.0949675,0.39107352,0.98690295,0.35982814,-0.73114955,0.13182439,-1.456758,ang
6437,-342.7043,96.23431,-15.676764,24.984377,-22.833645,11.833393,-12.287147,1.5012935,-6.449904,3.9224155,-3.3330107,0.91173166,-6.005109,0.6089649,-9.685523,0.19156972,-0.5971879,-0.061567035,1.7979488,1.7736276,-0.048552245,2.3520546,-0.0015614755,0.80186534,3.846976,3.5004482,8.51245,6.024559,3.8961153,4.434324,5.7631726,1.6557122,2.3749447,0.31257918,1.3132952,0.3536345,-0.16569562,1.1162299,-2.2919984,-0.100149974,0.6853896,0.09890952,-0.42871544,-2.7551332,1.554763,1.7244142,0.30149156,-2.0906484,-0.1773052,-1.515516,ang
6443,-336.77625,78.64966,-5.0236964,26.508804,-15.6368885,5.587779,-11.002537,-1.1446136,-5.066342,-2.728414,-1.994314,1.4635712,-3.6551158,2.172387,-8.916003,0.770776,-2.1809795,-0.30011347,3.9427028,4.0991406,4.042771,4.327341,5.146234,1.574027,4.8312135,2.9586577,8.471538,7.8789506,0.65095663,1.041219,3.5883474,1.0233011,0.8126974,-1.2847654,-0.37281135,-0.19769153,0.49471802,-1.3369895,-1.7286379,-0.8999261,-2.2152586,-0.79569906,0.74665374,0.7580143,-0.3966196,0.733916,2.9566562,1.0210959,-1.6907166,-1.2339488,ang
6466,-435.45468,104.39261,2.9034176,32.17163,-9.2526655,-5.353565,0.86115414,-1.33897,-6.752564,0.008144874,-3.484795,1.2222778,-1.9136201,0.94545144,-5.710808,-1.3293616,-0.004033148,-2.52883,-3.2276983,0.90616536,-1.0080404,-2.4271953,1.9413428,3.678724,5.6649065,2.0103328,1.0786372,1.2344059,3.1623042,-0.028051129,-0.3296728,1.1218296,0.56998974,-2.2197723,0.56408435,2.8308957,0.33580473,-3.1449313,0.48794025,2.3624375,-2.7293363,-0.59166545,1.2101772,-0.1490834,0.6173187,2.2095282,2.3795407,0.25673693,-0.20231089,0.6516863,ang
6492,-501.49695,139.28468,0.6608807,35.451214,-13.033014,16.030952,-7.4317937,7.9675794,-1.2299191,7.336869,-1.8386043,2.4035137,0.6965607,1.0442727,-0.7761767,-1.996236,0.91953003,-1.6832999,2.4828696,0.0937031,5.429369,-2.7970078,0.24198684,2.7834852,2.1664374,4.132842,8.90865,8.61369,5.344895,0.6584064,-1.0798504,2.0677857,1.5995158,-0.68823296,0.08301916,2.2795475,1.1570113,-2.7461452,-3.0370502,1.0269661,0.62945175,2.238187,0.80463463,0.43118426,0.21664606,2.6275449,2.7393055,-0.24058685,-1.4679946,-3.3178144,sad
6503,-472.07022,123.664764,-17.187078,26.547432,-16.030699,8.346855,-9.454947,9.823821,-3.8312588,5.5321355,-1.143079,0.48674536,-1.1492589,-1.0570478,-4.3664656,-1.4637896,2.5691416,-2.683067,-4.508293,-0.9497695,-0.77106875,-1.7746263,5.0952754,5.27226,6.399623,0.8772008,1.1031902,1.079253,1.0632428,-2.4262376,-1.9113419,2.0654273,0.81677735,-0.6175989,2.9991524,4.837456,0.5711775,-2.1115897,3.0042675,1.1517551,-4.1722927,1.6341213,3.9412463,2.0184639,1.4319452,2.9032104,3.559073,0.5297358,0.31576777,-0.55064154,ang
6522,-500.08646,134.07376,-14.382376,34.727623,-8.115052,13.03377,-12.226135,13.020833,-5.412029,7.7628508,-3.3337665,4.455911,-3.8663685,0.025788838,-2.0679414,-0.16525036,1.2758329,1.5260017,-3.0903516,-1.1912725,1.1797005,-6.1282644,2.2749028,-1.9978646,5.6233115,0.42368492,1.9457703,4.3222327,3.2605069,0.2913565,-3.1014388,1.1363308,0.014871063,-5.919555,0.8917503,2.6848462,-0.6218584,-3.2306476,1.7770922,2.9092457,-5.292942,-0.8968261,-0.49388552,-1.3876517,-1.3537318,0.003813694,-0.08498161,-3.796263,-1.6247013,-0.94675076,sad
6523,-507.3902,125.44111,-9.684088,36.841774,-6.620864,16.27044,-11.126678,12.70358,-3.0826516,5.4746737,-1.011251,2.7951844,-0.15211853,0.49196956,-1.8904061,0.98998576,1.8495203,1.7083731,-4.0737677,1.7946757,1.9417422,-5.9963512,1.8743389,-1.8819807,4.407274,1.5027368,-0.4979052,5.4928985,3.0336044,0.45596144,-2.7692325,2.3617284,0.8900197,-4.212238,0.9447882,3.4885726,0.030968018,-4.231034,1.5871396,3.2875733,-4.0928125,0.33184493,0.67887217,-1.7499588,-0.46777138,0.57104105,0.84252656,-2.1463382,1.178112,-0.6671024,sad
6525,-493.7329,114.960785,-6.6896234,35.73156,-8.021605,15.870042,-14.941302,12.681124,-4.3139553,5.5513587,-1.4902118,3.0953596,-2.2396367,1.5265874,-2.4444032,-0.09281023,1.7911885,2.9088192,-5.3229585,1.2541617,1.0399011,-6.186665,1.8603898,-0.4232527,3.3540535,1.7426347,1.123467,5.1544905,2.6912339,-0.052565783,-1.8365532,1.5063999,0.92456365,-3.2260017,0.8604515,3.2476337,0.29171088,-3.9229252,1.0660158,4.0296206,-3.7297552,-0.15708037,0.6894637,-1.4314243,-1.2229981,1.0617146,1.0550541,-2.639309,0.368465,-1.0614774,sad
6526,-430.8879,118.00261,-17.599047,41.55969,-5.912158,7.5158367,-15.3246975,4.189968,-7.2897153,0.049979307,-5.963059,3.9341197,-5.2610455,0.19385846,-2.029815,-0.21645659,-1.1268691,0.8660134,-5.0277147,1.1007248,-1.0094298,-3.142346,1.1341827,-2.7305532,3.5604815,0.31091958,0.89902985,0.7012925,0.017929658,-1.7700847,-2.3040411,0.18045191,-0.30356035,-3.702839,0.91244924,-0.12078895,-1.4257493,-1.3882645,0.13449526,1.5687052,-1.7198728,-0.21031728,-0.0068085175,0.014331532,-0.25450563,1.3926352,1.0344148,0.022609044,0.4565884,0.2922699,sad
6527,-470.4985,117.66193,-13.871822,25.148308,-13.351077,9.42151,-7.9732256,10.507324,0.45858878,6.8196373,-0.30771464,4.398605,-3.5103734,3.677431,-1.4253255,-4.5162635,3.0070674,0.11414684,-6.162948,5.4513636,-1.183055,-2.1272504,1.8494469,-1.2386583,6.151644,0.8760804,1.0240557,3.4040809,2.4300296,-0.0020590243,-0.52740353,-0.53081626,1.8630891,-2.598381,0.32536316,1.3430797,-0.109968476,-3.646085,0.4320391,2.9558077,-3.4601357,-0.6863477,0.4847215,-1.2612026,0.30082467,2.9037468,2.142478,-0.008728572,1.5783141,-0.4510295,sad
6528,-515.5033,132.40375,-7.385994,30.996193,-14.958514,13.589205,-6.3282433,13.89737,-4.8682785,8.245987,-0.21319012,3.432866,-2.7504332,0.39061928,-1.0469452,1.4078624,1.619629,1.0831329,-4.7979445,1.025192,3.0244167,-4.403356,0.666335,-2.3362663,5.778633,1.8195688,1.1878437,6.114726,4.432071,1.5567816,-2.8473601,2.341256,1.2709599,-4.231007,0.92624986,3.7784317,0.52696896,-4.594872,0.41153392,4.465339,-4.6646385,-0.2974748,1.7886316,-0.13350299,-0.9194138,1.1673963,1.4059551,-2.8788652,1.0392307,-1.2534635,sad
6529,-464.41858,115.42131,-7.217197,33.725143,-9.02761,11.354338,-11.916847,9.903367,-4.927045,5.502923,-3.7239652,3.3129299,-2.2922678,0.15078467,-1.8028997,-2.2472196,0.35688958,1.3338128,-4.7388654,4.7017503,-1.428479,-3.8785384,0.21051519,-1.6926817,3.664648,1.0938976,1.3177018,4.4337335,1.9523197,0.21487129,-2.3853884,-0.3115731,2.6067343,-3.7532449,0.70415044,2.2618444,-0.48516908,-2.9976995,0.70106083,2.7780151,-2.8980064,-0.44300622,0.1369826,-1.943887,-0.9707118,0.64252216,-0.18111813,-1.5823363,0.37527627,-0.68294764,sad
6530,-461.46417,117.917885,-10.76209,48.236492,-8.89903,11.908858,-15.534221,10.246424,-7.600514,6.318569,-3.420695,3.1066027,-4.099104,2.1822183,-2.4253786,-0.24557504,1.058769,2.1712697,-6.286154,3.2071066,-0.7265712,-5.110455,0.86829764,-2.4340866,3.0766475,1.9170592,0.0075941747,3.190992,2.2298903,-0.30790758,-1.195616,-0.4624643,1.7097018,-1.6856117,-0.10766837,1.8167998,-0.7547508,-3.0715444,-0.05550236,1.6054221,-4.2489634,-1.288482,0.29197234,-2.6837296,-1.4487157,-0.23815945,-1.0603614,-2.0603917,-0.2489897,-1.4877186,sad
6531,-476.00497,128.78673,-11.684646,37.067753,-4.3578534,6.0317264,-7.5065312,6.5367727,-3.9694066,0.6531592,0.71678096,1.2195766,-2.6804228,0.5635816,-0.8924444,-1.9802909,2.534087,0.48111945,-6.25371,2.5401714,1.0109227,-5.6668577,0.84228444,-0.42876276,3.8945372,1.708486,1.4919974,3.092892,0.5719063,1.2255292,-2.3896036,-0.513969,1.8783449,-3.582632,0.6232469,1.9571401,-1.0124905,-2.9785495,0.42372742,2.6447132,-3.7233546,-0.5051291,1.4919289,-1.6300292,-0.29070783,1.3599626,1.2449057,-0.47420317,1.9643024,0.6234636,sad
