,PCP1,PCP2,PCP3,PCP4,PCP5,PCP6,PCP7,PCP8,PCP9,PCP10,PCP11,PCP12,Label
4913,0.33592248,0.37899715,0.4018957,0.4269517,0.55384123,0.5778226,0.38668483,0.4038457,0.4384522,0.47112912,0.43692246,0.3496344,ang
4914,0.52779186,0.64516526,0.43102542,0.29756364,0.33923388,0.4145237,0.26760727,0.28687495,0.32796115,0.394409,0.4257326,0.3645494,ang
4915,0.53462774,0.4071899,0.36964947,0.3734578,0.42367664,0.4039532,0.35986438,0.31859428,0.3437531,0.3677305,0.43584266,0.57870007,ang
4918,0.41427594,0.45695123,0.41990867,0.32977185,0.3753942,0.258637,0.21582875,0.25040627,0.26549935,0.32598054,0.3239981,0.34572405,ang
4919,0.53089947,0.48581773,0.48327312,0.49038756,0.40508658,0.38700894,0.30243906,0.28386763,0.4141877,0.5254039,0.47742411,0.5029442,ang
4920,0.5136131,0.5126268,0.44225422,0.34620512,0.34929994,0.38465744,0.34528202,0.3155987,0.34549743,0.41925594,0.43225363,0.38254556,ang
4921,0.39307696,0.29403976,0.27907217,0.24168299,0.25944203,0.31003374,0.2658131,0.2270513,0.21281695,0.31111532,0.4264998,0.44024572,ang
4922,0.47726238,0.49982706,0.3793441,0.36638793,0.35373113,0.49436712,0.5199251,0.50822675,0.47613558,0.522029,0.55590534,0.3998917,ang
4924,0.36333278,0.37655154,0.35428342,0.29808617,0.35653394,0.43750042,0.43631852,0.33292612,0.36655933,0.4886533,0.5110825,0.39971954,ang
4925,0.29105064,0.35279945,0.2654456,0.24372004,0.3653803,0.3571566,0.3348301,0.24665283,0.26178083,0.32297477,0.29288748,0.29007462,ang
4926,0.26987687,0.31985202,0.36347693,0.27800813,0.2834565,0.3261218,0.45201203,0.4290708,0.35306022,0.29502904,0.22044183,0.2477779,ang
4928,0.39591226,0.36999723,0.26399893,0.3305231,0.39849162,0.3829445,0.3442208,0.33539265,0.42630154,0.47253144,0.41922596,0.368162,ang
4929,0.32816017,0.30680844,0.29825372,0.2974335,0.39472228,0.53739446,0.40837,0.21639836,0.21171883,0.30389723,0.3614433,0.44732657,ang
4930,0.38938808,0.3257112,0.3465066,0.34340736,0.39333957,0.36166808,0.34966072,0.36587298,0.41951403,0.44318688,0.4647188,0.50226736,ang
4931,0.43507218,0.37473455,0.38299263,0.40868002,0.59960866,0.7337125,0.68916744,0.66396815,0.5775236,0.4946589,0.40074924,0.4575754,ang
4932,0.3055947,0.3100858,0.3949227,0.37377778,0.5268299,0.65562415,0.46115926,0.43634427,0.42226064,0.450389,0.38908657,0.39098504,ang
4933,0.46021694,0.40813744,0.38991046,0.41265762,0.5137198,0.49704486,0.35963765,0.3160757,0.37102675,0.4378592,0.42356986,0.39402848,ang
4934,0.4572397,0.3469331,0.35529295,0.3613339,0.31034932,0.30718982,0.28197974,0.2924045,0.4098803,0.46929,0.43920755,0.41494176,ang
4935,0.39835453,0.41018814,0.40497714,0.39010182,0.44381863,0.48797086,0.32200104,0.34954625,0.378673,0.47163755,0.39958152,0.35311455,ang
4936,0.59375024,0.54137844,0.53800005,0.5092096,0.43218073,0.44232547,0.50942624,0.4770134,0.4252241,0.46304858,0.4875118,0.5503194,ang
4937,0.49178603,0.48534662,0.46124378,0.48334214,0.513351,0.5590295,0.48509338,0.3920721,0.4059236,0.5639213,0.57870877,0.49524993,ang
4938,0.51498926,0.51358056,0.45298225,0.43499097,0.37210464,0.4118915,0.40935528,0.41590032,0.46762282,0.6122276,0.5656084,0.43019533,exc
4979,0.56758934,0.5221393,0.46783966,0.50919616,0.38239783,0.39464483,0.39276978,0.41996837,0.64422035,0.6744911,0.44852245,0.41391867,ang
4982,0.39044902,0.3629465,0.3912921,0.35778925,0.34589958,0.32239658,0.3305492,0.28998557,0.3293301,0.46916425,0.53418845,0.45649078,ang
4984,0.42502913,0.48388776,0.44399834,0.37261865,0.40452138,0.5380167,0.42695937,0.29065213,0.30307576,0.46850955,0.5390718,0.42046145,ang
4985,0.34246847,0.38108587,0.3501612,0.34235427,0.35204154,0.36424494,0.2953865,0.26397565,0.33838928,0.46739757,0.4660996,0.36533415,ang
4986,0.4308937,0.40537122,0.41932732,0.34759215,0.37820587,0.36930278,0.28594372,0.2707033,0.3419718,0.48918378,0.5608238,0.48040456,ang
4987,0.36048117,0.3854217,0.40053982,0.45313036,0.4128364,0.32842767,0.3048938,0.3934923,0.46926886,0.52427286,0.47818315,0.3977159,ang
4991,0.47933576,0.44178262,0.45303136,0.43123627,0.34995663,0.3970661,0.39563885,0.3239945,0.30692837,0.35006982,0.41114044,0.4322473,ang
4992,0.36721122,0.37027723,0.3640439,0.3652889,0.29336545,0.26580516,0.25524643,0.38842696,0.35258043,0.32558295,0.42334643,0.512752,ang
4993,0.36648104,0.26626122,0.2340664,0.19473213,0.24666838,0.33687776,0.28765494,0.28826612,0.2526865,0.24184056,0.40097135,0.44285554,ang
4994,0.30990103,0.3228516,0.38623604,0.37521943,0.39832717,0.3580391,0.30970478,0.31587285,0.37940314,0.43277672,0.4201987,0.37936118,ang
4995,0.3934913,0.43273497,0.33546302,0.3216392,0.3423954,0.37575945,0.31508878,0.2353467,0.30193573,0.42522204,0.41260856,0.41570994,ang
4996,0.36064175,0.40198267,0.45011243,0.43528467,0.41220978,0.48118815,0.40774578,0.2824182,0.30215892,0.41389978,0.4797281,0.42467424,ang
4997,0.36234492,0.36005822,0.32311684,0.2699997,0.2475404,0.32760426,0.35373586,0.24585731,0.271753,0.35731903,0.42205703,0.4050167,ang
4998,0.45177534,0.41996533,0.39944485,0.44502497,0.39509258,0.37594917,0.3488701,0.27995628,0.44118768,0.5762645,0.52142465,0.40910125,ang
5000,0.3514359,0.4004231,0.31694317,0.30095842,0.38219395,0.45693752,0.37033528,0.2638219,0.30347735,0.44565892,0.43644777,0.34077814,ang
5002,0.5235202,0.54172575,0.5475165,0.4972901,0.49359283,0.5489611,0.41201293,0.38232037,0.4455295,0.5465859,0.5186069,0.43827432,ang
5003,0.38226297,0.42348677,0.4613185,0.45319325,0.4084216,0.47342497,0.42392495,0.34832576,0.34928188,0.3340468,0.4061724,0.39042738,ang
5004,0.62446153,0.63428473,0.6371232,0.55324006,0.48750633,0.5336313,0.48757684,0.42086434,0.5008979,0.59991074,0.5809868,0.5373054,ang
5005,0.65055233,0.5995369,0.6262026,0.5485944,0.5719248,0.625102,0.47289777,0.4795338,0.50893456,0.5623507,0.5561145,0.66204756,sad
5006,0.6689256,0.62435,0.578248,0.60158455,0.51056653,0.64736617,0.56625724,0.4595301,0.42243066,0.5504331,0.53012735,0.5122094,sad
5007,0.6624218,0.602716,0.63450706,0.60341656,0.60617477,0.7599805,0.56332767,0.57750463,0.6185254,0.6640775,0.4993459,0.6084966,sad
5008,0.699115,0.69505227,0.68125373,0.67822695,0.5730368,0.68541455,0.64532506,0.57744443,0.5621958,0.5617897,0.5214844,0.51305854,sad
5009,0.5859938,0.6381085,0.7216596,0.5861387,0.6400275,0.65260816,0.5596874,0.5896736,0.5346201,0.48039392,0.45646995,0.6382575,sad
5010,0.61004287,0.6111152,0.6748267,0.65280926,0.54606813,0.6711653,0.6576098,0.61649877,0.55572474,0.51846325,0.48949355,0.53113467,sad
5012,0.55732816,0.50942576,0.5362808,0.582572,0.52226716,0.58371633,0.5336538,0.5209656,0.522056,0.59042937,0.54621935,0.5086221,sad
5013,0.50289243,0.37576973,0.37170953,0.43190098,0.3581183,0.41075197,0.38998,0.3931351,0.57305425,0.6141739,0.4404703,0.44591546,sad
5014,0.62525165,0.58184505,0.6173688,0.70882803,0.57376546,0.6805839,0.5685596,0.48937088,0.5531594,0.62052566,0.5211294,0.46801847,sad
5015,0.4720918,0.44871876,0.46679223,0.46217018,0.3794178,0.5154484,0.47168985,0.4388556,0.5081989,0.5785444,0.5052222,0.44084716,sad
5016,0.58047706,0.6001546,0.6373046,0.582231,0.45796463,0.70713896,0.61180174,0.5929903,0.491659,0.44990438,0.44400147,0.532406,sad
5017,0.58365786,0.57743067,0.6175043,0.68622804,0.507064,0.7283011,0.6981491,0.54690075,0.55206066,0.51880527,0.4282032,0.43464282,sad
5018,0.40711537,0.49997374,0.5634219,0.4092334,0.43772858,0.6101411,0.60629815,0.6508646,0.47902986,0.3305336,0.31122622,0.4231941,sad
5019,0.71971107,0.702216,0.6562,0.65125895,0.522285,0.822711,0.73661035,0.6248879,0.5729949,0.53858125,0.4768449,0.55503625,sad
5020,0.69522166,0.68888724,0.70102483,0.7193815,0.5786204,0.75157213,0.7043275,0.5897425,0.64662075,0.57520515,0.5235779,0.563974,sad
5021,0.49192652,0.48305798,0.5116162,0.523384,0.436798,0.55016524,0.46743384,0.40620548,0.43798384,0.5546634,0.5735893,0.53577286,sad
5022,0.58506423,0.61842436,0.6333651,0.5325423,0.6373439,0.7470727,0.51281047,0.48388493,0.509931,0.45933744,0.4423481,0.5716415,sad
5023,0.5452108,0.5707578,0.5989736,0.54909104,0.5805633,0.7494151,0.52445734,0.45350397,0.4747003,0.55548984,0.5754997,0.6134872,sad
5024,0.5928191,0.56282324,0.557474,0.5194116,0.46954536,0.7176532,0.5027111,0.4357707,0.47987157,0.6311057,0.55875254,0.5628057,sad
5025,0.631915,0.6404348,0.6914527,0.6506499,0.57639104,0.8135863,0.5804251,0.50229186,0.5524985,0.63408285,0.5511696,0.59622306,sad
5026,0.69483006,0.7136845,0.64727527,0.62679565,0.51001906,0.5264305,0.50467855,0.4818596,0.5230747,0.5394098,0.46453318,0.48323926,sad
5027,0.8420498,0.7201946,0.6935627,0.683126,0.5046237,0.49466926,0.45318443,0.46560037,0.5628931,0.6337446,0.5680304,0.632868,sad
5028,0.73608416,0.64227307,0.595847,0.64267546,0.47237366,0.43875724,0.40856034,0.42553434,0.5814782,0.61161304,0.5130539,0.5249388,sad
5029,0.7052565,0.61840135,0.5536793,0.5574582,0.4582789,0.4461102,0.45912066,0.45761436,0.5638134,0.601001,0.5161855,0.53308034,sad
5030,0.6183233,0.55570453,0.62707645,0.5910684,0.41551983,0.4460845,0.42561474,0.5141443,0.6182097,0.5499311,0.46788916,0.50649124,sad
5031,0.6838076,0.5733134,0.5011682,0.54982036,0.4449006,0.36435604,0.38116226,0.40694913,0.57218903,0.65425754,0.54077893,0.5208145,sad
5032,0.63532406,0.5380245,0.5245996,0.5017709,0.37205133,0.3628899,0.3607953,0.4026853,0.52504414,0.63205874,0.6013164,0.61541826,sad
5033,0.6856385,0.62773705,0.7188127,0.7188909,0.54469454,0.48701972,0.43865484,0.46367377,0.62888265,0.7311953,0.6007811,0.53658235,sad
5034,0.5638976,0.50240827,0.5285611,0.46581972,0.3815714,0.42630324,0.4223854,0.49550316,0.58010995,0.52498597,0.47125474,0.5552389,sad
5035,0.7554353,0.6184845,0.5857125,0.58142334,0.43631274,0.4523819,0.46254066,0.4357417,0.5220903,0.64105093,0.585014,0.5686178,sad
5036,0.6316499,0.5946511,0.5865421,0.56139344,0.481534,0.521381,0.5208492,0.46285918,0.48191577,0.49137518,0.5236519,0.54321676,sad
5037,0.6038485,0.50041515,0.45149377,0.3872764,0.31128564,0.29586834,0.30724123,0.40459475,0.4904158,0.52846026,0.41776353,0.4568321,sad
5038,0.5133419,0.39542258,0.4259665,0.48539364,0.4364001,0.31365865,0.28188494,0.36695042,0.62804365,0.6815475,0.42646468,0.40733194,sad
5039,0.4843127,0.33954543,0.32028952,0.36385345,0.30095896,0.2385824,0.2588044,0.3748469,0.649299,0.7351659,0.4515354,0.3966595,sad
5040,0.66170603,0.54954064,0.5343251,0.54935545,0.40043902,0.50153774,0.52862173,0.46919638,0.4782909,0.50379956,0.5186623,0.59080565,sad
5041,0.68723553,0.590481,0.5761175,0.55045223,0.43391955,0.46985447,0.48239407,0.4717243,0.54382354,0.532595,0.4791169,0.57057476,sad
5042,0.74866074,0.58659977,0.58201003,0.5824911,0.46171412,0.4552172,0.41076642,0.40360177,0.48596424,0.57885575,0.57181364,0.6242657,sad
5043,0.6648063,0.602682,0.5959839,0.5532218,0.43024006,0.40577874,0.39032146,0.44552734,0.57867706,0.59838283,0.5064004,0.58437735,sad
5044,0.6711822,0.56559193,0.5699718,0.5525057,0.43666995,0.45805874,0.4179191,0.462033,0.5841652,0.6601916,0.5718255,0.5458513,sad
5045,0.5710526,0.51087487,0.52028275,0.50481397,0.40454918,0.4239255,0.39423552,0.4409294,0.56089115,0.5890511,0.51896966,0.51116484,sad
5046,0.5850615,0.50973594,0.5481398,0.49170116,0.4455718,0.5399326,0.50196743,0.57272196,0.6389212,0.58972526,0.46345758,0.55361223,sad
5047,0.53764707,0.47471446,0.47904262,0.41016096,0.38269305,0.46070087,0.4664902,0.552697,0.5813693,0.5181134,0.48668855,0.60834926,sad
5048,0.733374,0.64057827,0.6376948,0.5485275,0.4043972,0.42556,0.37417555,0.40599257,0.5203356,0.60163647,0.5675871,0.5989149,sad
5049,0.7590534,0.7067991,0.73973125,0.61657864,0.49015698,0.52415824,0.4481699,0.5158292,0.54988694,0.53787243,0.5052149,0.69810736,sad
5050,0.74999946,0.6991971,0.6662968,0.6560202,0.47257367,0.51722485,0.4776234,0.44749776,0.57248294,0.621359,0.5601471,0.5678295,sad
5051,0.6239818,0.5779081,0.618291,0.50499105,0.41011027,0.48201963,0.43452302,0.47805843,0.54392445,0.5331103,0.45702884,0.5752044,sad
5052,0.5730476,0.48845243,0.4520141,0.40181434,0.3173269,0.3402777,0.325221,0.34484,0.39614704,0.45547637,0.4889075,0.5459312,sad
5053,0.7044768,0.6537883,0.6495916,0.59975606,0.45224038,0.46011686,0.42770895,0.40563956,0.52753276,0.6311088,0.5841238,0.5757579,sad
5054,0.57389987,0.5026346,0.53689045,0.473791,0.34893206,0.40317655,0.409648,0.47394642,0.5700835,0.57758987,0.54410684,0.54796183,sad
5055,0.7376894,0.67481124,0.62072724,0.57380927,0.43069935,0.45539078,0.41332963,0.41974977,0.5255135,0.63124985,0.6146034,0.6124942,sad
5056,0.70789623,0.6722201,0.6152397,0.5994116,0.4572935,0.4850669,0.45963502,0.4842742,0.598939,0.62491995,0.5297069,0.5442014,sad
5057,0.6040886,0.49957928,0.5032778,0.4720202,0.44692183,0.5111642,0.40627128,0.5314987,0.684996,0.5944259,0.53716946,0.6071602,sad
5058,0.6550653,0.55950737,0.5207424,0.480644,0.43136606,0.3999051,0.4169953,0.4529071,0.5349065,0.59806484,0.5270022,0.5519802,sad
5065,0.3042157,0.28482735,0.33219993,0.37603465,0.36329427,0.4103394,0.40378803,0.28676683,0.22685042,0.27778032,0.3312443,0.37488192,exc
5066,0.17145054,0.20844997,0.26025766,0.27555227,0.2797015,0.31691816,0.3363245,0.435073,0.45778555,0.32785174,0.2635431,0.19654214,exc
5068,0.3668285,0.3557345,0.43339482,0.44388646,0.3358694,0.3346476,0.30789578,0.2841368,0.32211015,0.3606393,0.33518717,0.33649454,exc
5075,0.5691816,0.47729588,0.38590908,0.39680743,0.36613408,0.37783837,0.3406932,0.32648465,0.38571104,0.49302015,0.5176347,0.58311266,exc
5077,0.17714728,0.21907096,0.23796141,0.23454736,0.29877922,0.2874376,0.31809688,0.38059607,0.29445827,0.34269443,0.34637424,0.21173954,exc
5085,0.3142372,0.33336848,0.40450352,0.5549778,0.42174438,0.27476597,0.3247469,0.3037366,0.2315872,0.2137843,0.26342744,0.29912624,exc
5086,0.13772914,0.16674174,0.16969107,0.1857329,0.2632051,0.38220707,0.48698255,0.39771685,0.30534348,0.17324783,0.21261413,0.18158744,exc
5087,0.43045047,0.42268187,0.41773874,0.29120064,0.25751513,0.24263026,0.17577298,0.1926698,0.24381281,0.3138079,0.27052245,0.32556644,exc
5088,0.52256316,0.35969856,0.2123093,0.10510211,0.16136268,0.17148586,0.23281863,0.19052301,0.161515,0.22826874,0.3903964,0.60961527,exc
5089,0.52709675,0.45477942,0.421673,0.40011245,0.42574957,0.48638687,0.42740983,0.3842655,0.4626669,0.56539,0.62140334,0.561621,exc
5090,0.3770035,0.54562527,0.5636872,0.47439048,0.3618862,0.43976763,0.49614477,0.5248172,0.50859296,0.4511999,0.37859267,0.28892916,exc
5091,0.3850787,0.40252644,0.34806746,0.3825487,0.3812097,0.41658294,0.45728874,0.37935254,0.35750747,0.3420411,0.32027933,0.35610893,exc
5093,0.20008083,0.25357056,0.27677187,0.23590626,0.23845625,0.26998267,0.29415646,0.352155,0.36061415,0.4613436,0.37360385,0.2641683,exc
5094,0.36550426,0.3730887,0.4012135,0.42328274,0.3795647,0.37067866,0.35484582,0.40858412,0.3837126,0.40729824,0.35553762,0.36681816,exc
5096,0.31865263,0.29798022,0.32662073,0.33860523,0.3920321,0.4753481,0.3751063,0.35069454,0.30589044,0.315293,0.40255827,0.41896272,exc
5098,0.2761104,0.26397097,0.342456,0.35867092,0.42107555,0.44723663,0.39875194,0.42299786,0.4932389,0.466088,0.5568584,0.41908795,exc
5099,0.5636131,0.5892758,0.57530797,0.58133674,0.43061408,0.49220544,0.42874813,0.39101893,0.4547137,0.6266774,0.6064085,0.51059246,exc
5100,0.48758996,0.37864128,0.3421094,0.3882298,0.34241113,0.38781744,0.39179805,0.36300385,0.36096185,0.37940043,0.46751177,0.51154625,exc
5101,0.5064184,0.5492786,0.4383946,0.30732486,0.24905293,0.25773117,0.1844876,0.1952268,0.24631742,0.22592135,0.29899824,0.4320594,exc
5102,0.65441906,0.6230877,0.55653745,0.5660436,0.503153,0.50651646,0.4185429,0.37893322,0.45037064,0.6185825,0.7390905,0.6736673,exc
5103,0.3984637,0.38173482,0.40700233,0.43686935,0.441804,0.4677655,0.39684418,0.305241,0.29132506,0.3241172,0.38648015,0.4131804,exc
5105,0.24151537,0.26536858,0.34088662,0.28574824,0.24877661,0.23301968,0.224134,0.27850902,0.33612123,0.42357805,0.4827865,0.38280153,exc
5106,0.40879458,0.3773611,0.3086095,0.330716,0.31337485,0.35901216,0.32760304,0.376888,0.4744482,0.5346318,0.5294373,0.406518,exc
5107,0.3615712,0.37209275,0.27812818,0.25365874,0.25721717,0.2482178,0.25781038,0.27592906,0.28956437,0.29406008,0.4533275,0.5336495,exc
5123,0.36288708,0.29667053,0.3149791,0.28345945,0.28110668,0.27220723,0.3352479,0.38013142,0.38605556,0.40245515,0.3530137,0.33359978,ang
5124,0.49536088,0.34206086,0.2790731,0.23660804,0.2581461,0.24073137,0.4435781,0.42859775,0.26067105,0.23315471,0.3591109,0.47608045,ang
5125,0.40777415,0.36213502,0.33495325,0.2320858,0.20632164,0.35022816,0.4156976,0.38732508,0.34888306,0.30064222,0.43175536,0.43449405,ang
5130,0.51625454,0.4126819,0.29129374,0.33859268,0.41478217,0.4002227,0.29236054,0.24930355,0.28814226,0.37237358,0.39306018,0.42870414,ang
5131,0.38905787,0.44236457,0.4761002,0.40428185,0.3366182,0.33004087,0.26970205,0.23716126,0.26131552,0.34996757,0.40067753,0.38999176,ang
5132,0.32290563,0.29936707,0.26098406,0.32319704,0.34941643,0.5064883,0.5715069,0.45881155,0.4574667,0.32050088,0.25212568,0.27059996,ang
5179,0.40781137,0.3072323,0.27474904,0.33940944,0.42390785,0.33967865,0.3179969,0.27308857,0.30973968,0.31528223,0.35410285,0.4216125,ang
5180,0.34968612,0.44466138,0.4711853,0.39358735,0.34472445,0.36540207,0.49193442,0.48047698,0.3307325,0.4001059,0.40408644,0.30991742,ang
5226,0.7332313,0.7035236,0.5736636,0.49312738,0.45552796,0.41700208,0.40319133,0.37250292,0.39822233,0.51651984,0.46327442,0.5051871,sad
5227,0.6635623,0.57720625,0.5551977,0.5884572,0.5646654,0.56780607,0.5773755,0.55274296,0.54700917,0.6020354,0.54084486,0.5203659,sad
5230,0.6127474,0.47183394,0.45528644,0.49278775,0.41349757,0.3767682,0.3804047,0.42885765,0.44850048,0.47047445,0.40534812,0.45326513,sad
5238,0.41093716,0.39000368,0.3814965,0.36837697,0.44090116,0.4472314,0.3254756,0.31951877,0.35454977,0.39414182,0.3579549,0.421326,ang
5239,0.62216157,0.51012534,0.5123172,0.44596374,0.541132,0.81771356,0.44016394,0.49821484,0.47638252,0.52698815,0.44221428,0.5505554,ang
5242,0.4642859,0.36262026,0.32135388,0.35184026,0.33369884,0.42100382,0.36056173,0.32087275,0.30353844,0.32420224,0.30435082,0.41262656,ang
5260,0.4213146,0.41942403,0.41587842,0.3054563,0.28482142,0.3410459,0.30721506,0.27619502,0.3118012,0.39199632,0.42032886,0.4210035,ang
5262,0.509692,0.42049134,0.41838267,0.3715947,0.4119477,0.7287563,0.4200896,0.39057434,0.4104874,0.55087435,0.52256536,0.46843913,sad
5265,0.39179185,0.35757017,0.38813397,0.38095453,0.41620424,0.49137506,0.35939535,0.3411827,0.338786,0.2902963,0.25418958,0.3375629,ang
5267,0.529075,0.42164293,0.41656446,0.40582505,0.4022803,0.6349558,0.46791825,0.41708133,0.44258776,0.49590066,0.48944184,0.47909847,sad
5268,0.6992913,0.61746234,0.60363084,0.58257043,0.5201817,0.83159924,0.61026293,0.50172645,0.5191941,0.51342505,0.49215278,0.5291004,sad
5269,0.62734914,0.5859968,0.5658999,0.5417087,0.52721405,0.5144334,0.4885312,0.5449121,0.5797794,0.71651065,0.61805135,0.5542954,sad
5270,0.48308563,0.47363445,0.49938366,0.41456717,0.37848845,0.46343848,0.47453585,0.5676,0.5898189,0.60385686,0.5090018,0.51299673,sad
5271,0.37027532,0.36772335,0.34188896,0.275713,0.32526267,0.3341801,0.37232986,0.45302776,0.50876844,0.573665,0.5083352,0.41744065,sad
5272,0.49586865,0.508047,0.47530577,0.44755173,0.51798296,0.6451951,0.6043662,0.47062695,0.43958572,0.5159928,0.47026467,0.42789617,sad
5273,0.56352127,0.54831004,0.6024016,0.57284325,0.4983772,0.5174982,0.4597374,0.4512383,0.48926005,0.5961288,0.5885937,0.57073146,sad
5274,0.7113511,0.5763032,0.5386393,0.54198796,0.5049578,0.60098743,0.49443892,0.42356592,0.45571303,0.56655616,0.6385953,0.66007376,sad
5275,0.68914723,0.5881655,0.5949467,0.5464112,0.4514,0.515366,0.45655566,0.4429661,0.457097,0.6281484,0.64187187,0.6416823,sad
5276,0.47936144,0.47642902,0.49706233,0.4840732,0.40801728,0.45528114,0.42630893,0.4162633,0.53907406,0.62629473,0.55917007,0.46348345,sad
5278,0.50370556,0.47421044,0.4274549,0.37273115,0.32660985,0.3696703,0.34312603,0.29878628,0.37368006,0.49498627,0.4855335,0.47358242,ang
5280,0.42727807,0.40135998,0.37194312,0.34871525,0.3617396,0.38889483,0.34592757,0.33422437,0.40317467,0.40930396,0.44900548,0.43864438,ang
5281,0.51660687,0.52441376,0.38271683,0.35088667,0.33861873,0.31447214,0.31823176,0.41512096,0.53644,0.5637926,0.4848434,0.5070307,ang
5291,0.38654867,0.36372635,0.3148211,0.32299635,0.32588002,0.31713188,0.30498803,0.327631,0.40926263,0.46412724,0.46544588,0.41996348,ang
5296,0.5819318,0.5137673,0.5303236,0.553886,0.5329874,0.6245217,0.5565043,0.4331646,0.44434947,0.62409633,0.57972044,0.5355084,ang
5299,0.5888232,0.55530924,0.5509707,0.5114296,0.5387554,0.5217191,0.45517877,0.47298133,0.59393364,0.62758994,0.5019067,0.5567047,sad
5305,0.4856889,0.47964084,0.46262592,0.42924854,0.38511398,0.4498498,0.5114692,0.5238751,0.5137151,0.50460947,0.46638736,0.464969,sad
5308,0.55295354,0.4768907,0.48372355,0.4389842,0.4599507,0.4839153,0.48936224,0.4908153,0.5138994,0.5585878,0.51653636,0.5562036,ang
5309,0.48202196,0.41209105,0.39111316,0.36723036,0.3837067,0.44315326,0.39962423,0.39735848,0.4106528,0.41219127,0.38852754,0.505183,ang
5310,0.44071177,0.4972908,0.4609433,0.40330663,0.36736837,0.39340994,0.35005507,0.34600034,0.40618435,0.43648607,0.44823366,0.44078612,ang
5314,0.4587974,0.44756347,0.46580392,0.41180673,0.39236644,0.35504135,0.27339238,0.20439109,0.25504103,0.36445844,0.49175143,0.5196238,sad
5315,0.6630699,0.63566476,0.6263426,0.60816383,0.4882152,0.54612565,0.5722547,0.4772853,0.55182695,0.62898654,0.5362251,0.52428794,sad
5316,0.6217324,0.61523896,0.60578656,0.58564514,0.59260964,0.56374377,0.4773166,0.47680774,0.62696713,0.64940923,0.5454211,0.6592384,sad
5317,0.5988715,0.5372247,0.50548035,0.5217778,0.546983,0.4979695,0.49731433,0.4954443,0.44907936,0.4920823,0.4347202,0.51162654,ang
5318,0.5173763,0.38412333,0.34028235,0.2930146,0.26790679,0.29375207,0.3109847,0.29997876,0.26742187,0.357675,0.3908303,0.51126486,ang
5323,0.5026323,0.4422528,0.4476494,0.45650423,0.389605,0.42146397,0.48472023,0.44027242,0.43020535,0.40941796,0.40625954,0.50122285,ang
5326,0.60475874,0.61773723,0.6097469,0.54864913,0.48551303,0.6060482,0.456906,0.38438943,0.40057522,0.4425334,0.4288,0.5183183,ang
5327,0.5543314,0.5393409,0.5805751,0.5277959,0.48462334,0.61884755,0.45852602,0.46830064,0.49046186,0.49737102,0.5297318,0.5065382,sad
5328,0.63737404,0.54405314,0.52636015,0.50312066,0.48743397,0.58628327,0.465055,0.41584447,0.43476844,0.5640475,0.57332605,0.6327297,sad
5329,0.44761238,0.38678893,0.36379802,0.3813695,0.38520703,0.36555043,0.32060027,0.3108167,0.3550468,0.39961007,0.33579668,0.38686475,ang
5332,0.37118015,0.4166269,0.46368095,0.4863888,0.4242491,0.41495076,0.33173895,0.27515057,0.25322875,0.29239473,0.30638623,0.34995,ang
5334,0.37062475,0.3925945,0.37592208,0.34842193,0.3600155,0.3646767,0.30866626,0.28688425,0.29928994,0.275613,0.28861138,0.36259878,sad
5336,0.5853045,0.49799538,0.5071766,0.5097749,0.5630654,0.65374327,0.45731002,0.47386488,0.3853593,0.45248103,0.44020915,0.44780314,sad
5351,0.37746623,0.37053075,0.36457196,0.3799252,0.35868365,0.39473125,0.3365982,0.28615165,0.3689543,0.41837466,0.38835442,0.40058002,ang
5352,0.37435064,0.40901247,0.39731044,0.40489954,0.41142842,0.3825306,0.31703708,0.32108018,0.42731708,0.39512137,0.36231372,0.408863,ang
5353,0.6354405,0.55727565,0.5311749,0.5239088,0.44379067,0.47601578,0.41779935,0.41385245,0.50053966,0.6257781,0.5212557,0.51360387,ang
5354,0.49050796,0.54210085,0.52524084,0.4749569,0.42870587,0.48799774,0.5241128,0.42590526,0.47683123,0.59717137,0.5340944,0.4207288,ang
5359,0.5811398,0.5780527,0.5900224,0.5164214,0.63124645,0.73002476,0.5739245,0.5657207,0.52432185,0.52547866,0.41163772,0.5664638,sad
5361,0.71971124,0.6999606,0.65216434,0.59704685,0.6859994,0.6948406,0.5206265,0.52312446,0.59250915,0.63383555,0.5604792,0.7355012,sad
5362,0.51279956,0.49566674,0.5222729,0.47664565,0.4874743,0.5175294,0.44592193,0.5037169,0.5402988,0.5318339,0.41999084,0.514404,sad
5363,0.59663516,0.54148936,0.5154579,0.4886083,0.47194934,0.5939144,0.49326465,0.47827563,0.5047332,0.5373903,0.48267934,0.5353678,sad
5384,0.65224355,0.62518483,0.6175692,0.5395129,0.45248502,0.6407475,0.6065754,0.43854603,0.43920282,0.5195524,0.5812619,0.554855,sad
5385,0.6576358,0.64214873,0.6461534,0.61260664,0.57824063,0.7248849,0.54658157,0.5421937,0.52779233,0.5942419,0.5631419,0.58627343,sad
5386,0.6685818,0.5822413,0.5914572,0.56003654,0.5317069,0.669203,0.55338156,0.43717578,0.43485138,0.5431177,0.6534115,0.6548081,sad
5388,0.4307857,0.47134432,0.45164555,0.4022553,0.39316967,0.41361943,0.36303392,0.3033998,0.24691577,0.29613006,0.3284157,0.34308046,sad
