,LCP1,LCP2,LCP3,LCP4,LCP5,LCP6,LCP7,LCP8,LCP9,LCP10,LCP11,Label
4487,1.0,-5.0137343,13.21384,-24.115328,33.527893,-36.918648,32.518818,-22.628517,11.9282,-4.302018,0.80384666,exc
4489,1.0,-5.0057964,13.285492,-24.551914,34.634,-38.749557,34.793495,-24.78609,13.486018,-5.1137247,1.0284039,exc
4494,1.0,-4.6215444,11.281555,-19.565624,26.314062,-28.38212,24.85279,-17.409603,9.418931,-3.614748,0.73703796,exc
4513,1.0,-3.1656525,6.479663,-10.373074,13.196886,-13.981163,12.29923,-8.971977,5.223048,-2.33201,0.6624856,ang
4514,1.0,-4.605011,11.292085,-19.555582,26.25423,-28.284859,24.656425,-17.176825,9.227627,-3.4869647,0.7021315,ang
4517,1.0,-3.98012,8.9108515,-14.764351,19.22908,-20.294025,17.534702,-12.24604,6.643294,-2.5615666,0.54211074,ang
4522,1.0,-5.8006744,17.173584,-34.033558,50.05562,-57.13064,51.292526,-35.79789,18.609198,-6.5116835,1.1692876,ang
4525,1.0,-4.314461,10.0475025,-16.804745,22.03264,-23.32928,20.106998,-13.925005,7.47943,-2.835189,0.56965107,ang
4534,1.0,-4.746438,11.767372,-20.18153,26.528616,-27.861797,23.604382,-15.818312,8.023817,-2.8002958,0.5156624,ang
4536,1.0,-4.9994164,13.149308,-23.863365,32.964752,-36.114944,31.73066,-22.044365,11.604103,-4.1884522,0.7913685,ang
4537,1.0,-4.6156573,11.450158,-19.931847,26.755447,-28.799324,25.09301,-17.435883,9.250243,-3.3925555,0.66055965,ang
4538,1.0,-4.6392465,11.546132,-20.127882,27.052832,-29.077324,25.250463,-17.47807,9.263272,-3.4096482,0.67206615,ang
4539,1.0,-4.6191916,11.325407,-19.333328,25.505976,-27.094765,23.380194,-16.094004,8.45284,-3.0606618,0.587344,ang
4540,1.0,-4.2027683,9.419952,-15.313001,19.828262,-20.9588,18.108192,-12.736595,7.1062536,-2.8179903,0.57953274,ang
4541,1.0,-5.1754208,14.13249,-26.45754,37.46708,-41.847298,37.338646,-26.269093,13.972774,-5.091506,0.9781117,ang
4542,1.0,-4.555844,11.270635,-19.581062,26.204887,-28.02274,24.174145,-16.587957,8.695299,-3.159604,0.6124167,ang
4543,1.0,-5.685872,16.371744,-31.666988,45.70334,-51.483864,45.867935,-31.904636,16.569334,-5.786049,1.0240583,ang
4544,1.0,-4.1880517,9.677916,-16.294119,21.438135,-22.782227,19.802273,-13.857777,7.5448985,-2.9697485,0.64666677,ang
4545,1.0,-4.730365,11.964479,-21.43758,29.685333,-32.895363,29.507847,-21.175676,11.7361965,-4.602581,0.9643905,ang
4548,1.0,-3.8881328,8.650147,-14.288485,18.637745,-19.824957,17.356178,-12.359825,6.909354,-2.8162336,0.6526128,ang
4550,1.0,-5.6636844,16.105728,-30.573334,43.301994,-48.272522,43.088043,-30.258644,15.843388,-5.5335107,0.9697779,ang
4551,1.0,-3.910755,8.611854,-14.16431,18.416168,-19.394804,16.762203,-11.743976,6.4467263,-2.5758867,0.5708322,ang
4557,1.0,-4.33749,10.277352,-17.53199,23.466599,-25.474472,22.59771,-16.231056,9.128443,-3.687744,0.8143968,ang
4558,1.0,-4.354588,10.323812,-17.515705,23.179945,-24.728119,21.422867,-14.932843,8.090521,-3.136579,0.67492986,ang
4559,1.0,-5.2041154,13.896203,-25.268513,34.667984,-37.564987,32.562397,-22.167828,11.274286,-3.8691418,0.6811415,ang
4560,1.0,-4.6925645,11.707539,-20.584211,28.003695,-30.525017,26.852547,-18.872328,10.2385435,-3.9199038,0.8050017,ang
4563,1.0,-3.778481,8.276632,-13.617589,17.794838,-19.030909,16.732756,-12.016668,6.8485255,-2.8701224,0.68270963,ang
4567,1.0,-4.5812554,11.15895,-19.149906,25.663864,-27.686672,24.161581,-16.933912,9.214962,-3.499028,0.69528204,ang
4569,1.0,-4.0315456,9.078474,-15.081612,19.774818,-21.09433,18.470642,-13.106939,7.293585,-2.9127998,0.62660974,ang
4570,1.0,-4.3743253,10.340667,-17.53257,23.327797,-25.197884,22.262783,-15.938266,8.945483,-3.6011424,0.7840247,ang
4571,1.0,-5.4480247,15.287216,-29.215189,42.081657,-47.69601,43.100685,-30.708473,16.557413,-6.117103,1.1712184,ang
4572,1.0,-4.682509,11.580946,-20.13359,27.077396,-29.19825,25.45932,-17.71408,9.466249,-3.5212946,0.6813068,ang
4573,1.0,-4.9145546,12.897393,-23.630163,33.1391,-36.964733,33.161964,-23.663994,12.926424,-4.9300485,1.004048,ang
4577,1.0,-4.31318,10.081877,-16.995863,22.45903,-23.949432,20.75901,-14.490619,7.8736024,-3.0275345,0.62408835,ang
4581,1.0,-4.46408,10.715925,-18.301538,24.127926,-25.340412,21.38898,-14.3481245,7.4223,-2.7191029,0.53288954,ang
4582,1.0,-4.0527115,9.191639,-15.265067,20.051537,-21.456177,18.771328,-13.340917,7.4745913,-3.0401518,0.69175416,ang
4583,1.0,-6.955763,23.265224,-49.620846,76.15262,-89.44426,82.247505,-58.48495,30.519608,-10.408174,1.7340416,ang
4584,1.0,-4.915001,12.857006,-23.403622,32.574852,-36.1119,32.256172,-22.924694,12.441282,-4.6918116,0.9414862,ang
4585,1.0,-4.7990623,12.22155,-21.75991,29.752514,-32.344074,28.210615,-19.506311,10.302117,-3.7624419,0.71796274,ang
4586,1.0,-4.4626646,10.843901,-18.703415,24.96009,-26.632656,22.924244,-15.730051,8.310337,-3.0798028,0.61141646,ang
4587,1.0,26.561731,-172.25354,495.7251,-897.4211,1149.4602,-1082.8574,743.0443,-348.747,94.821594,-9.036054,ang
4610,1.0,-4.6378202,11.485823,-19.898865,26.645298,-28.699047,25.0677,-17.510422,9.355012,-3.4493463,0.6755731,ang
4613,1.0,-4.631179,11.604128,-20.422888,27.652802,-29.840109,25.94004,-17.899296,9.431604,-3.4528193,0.6768265,ang
4618,1.0,-5.4017315,15.017384,-28.577045,41.087482,-46.52701,42.06937,-30.018547,16.24498,-6.0530944,1.169916,ang
4625,1.0,-4.7065225,11.768008,-20.67167,27.9765,-30.262163,26.443695,-18.402588,9.80514,-3.6414092,0.7119962,ang
4626,1.0,-5.159541,13.760197,-25.145058,34.867764,-38.31874,33.77542,-23.523674,12.361886,-4.4132524,0.80650216,ang
4628,1.0,-27.701008,125.66197,-302.2293,492.67618,-603.06995,576.9251,-427.53638,231.59273,-80.59638,13.124699,ang
4629,1.0,-5.486693,15.368697,-29.046871,41.132362,-45.718887,40.42722,-28.008446,14.489599,-5.0341277,0.88806134,ang
4631,1.0,-4.235838,9.77811,-16.287382,21.399048,-22.817114,19.783754,-13.863116,7.65055,-3.045923,0.66172945,ang
4633,1.0,-4.489583,10.857786,-18.739788,25.166725,-27.188358,23.8495,-16.757475,9.125406,-3.5414655,0.74195355,ang
4637,1.0,-4.9995985,13.1464615,-23.927622,33.20404,-36.50131,32.098938,-22.307396,11.771024,-4.2767563,0.8132744,ang
4642,1.0,-4.547085,11.117171,-19.095488,25.280365,-26.740044,22.778969,-15.397156,7.940526,-2.8393002,0.5424338,ang
4643,1.0,-4.585153,11.127247,-19.033916,25.258228,-26.94049,23.313488,-16.141062,8.626211,-3.2308204,0.6344182,ang
4657,1.0,-4.256645,9.635056,-15.672791,20.191336,-21.284227,18.464298,-13.041558,7.2539606,-2.8929596,0.61902267,sad
4658,1.0,-5.230133,14.145052,-26.019976,36.230618,-40.143757,35.925285,-25.564434,13.752618,-5.025435,0.9489315,sad
4659,1.0,-4.667509,11.406432,-19.645723,26.330235,-28.394993,24.79662,-17.334972,9.361088,-3.54465,0.7039717,sad
4660,1.0,-3.616144,7.700861,-12.441518,16.002731,-16.836079,14.596716,-10.359816,5.7905655,-2.3913486,0.5904054,sad
4661,1.0,-4.0912023,9.084183,-14.8263445,19.328924,-20.587282,18.024864,-12.884541,7.282425,-2.9538772,0.6380229,sad
4666,1.0,-4.1789184,9.586959,-16.100897,21.324171,-22.844826,20.014889,-14.1822815,7.8650584,-3.1526327,0.6910249,sad
4667,1.0,-4.0965242,9.503368,-16.124092,21.506027,-23.2445,20.43887,-14.566187,8.124876,-3.2712727,0.75144327,sad
4668,1.0,-5.426742,15.127805,-28.67719,40.88463,-45.7331,40.644646,-28.327185,14.834059,-5.275478,0.96235394,sad
4669,1.0,-5.046394,13.166235,-23.698526,32.569878,-35.5743,31.195969,-21.663168,11.403609,-4.0966663,0.7511034,sad
4670,1.0,-4.4411397,10.608494,-18.114845,24.155207,-25.980827,22.72179,-15.962482,8.69014,-3.3363068,0.68187,sad
4671,1.0,-4.995623,12.693829,-22.163208,29.617762,-31.564785,27.04449,-18.28798,9.213976,-3.0195189,0.46317908,sad
4672,1.0,-4.8255534,12.26422,-21.820053,29.986826,-33.0479,29.478148,-21.054249,11.587308,-4.4551916,0.9025271,sad
4673,1.0,-14.95582,65.26138,-159.71442,268.4689,-338.03766,329.61295,-247.9435,137.77539,-50.69672,9.223917,sad
4674,1.0,-5.0466485,13.414265,-24.751635,34.796925,-38.718822,34.460133,-24.261183,13.002251,-4.8327594,0.94592744,sad
4675,1.0,-4.938998,12.84882,-23.408802,32.846317,-36.777473,33.17089,-23.88563,13.26891,-5.173882,1.0622629,sad
4676,1.0,-5.58311,16.026035,-31.10088,45.149963,-51.166718,45.799576,-32.0341,16.791882,-5.9685698,1.0934075,sad
4677,1.0,-5.30235,14.601126,-27.491905,38.97679,-43.360935,38.286945,-26.491405,13.768578,-4.8715115,0.8912235,sad
4678,1.0,-4.753237,11.87715,-20.76352,27.926144,-29.958656,25.862518,-17.758553,9.358827,-3.4515536,0.6708103,sad
4682,1.0,-5.0617623,13.555543,-25.148293,35.499985,-39.680676,35.485615,-25.127237,13.537492,-5.051966,0.9974214,sad
4683,1.0,-4.6786923,11.465997,-19.742994,26.182535,-27.765877,23.828444,-16.299068,8.530102,-3.109202,0.5905313,sad
4684,1.0,-4.914792,12.60421,-22.38787,30.26453,-32.3208,27.556805,-18.531273,9.438743,-3.2909837,0.58607626,sad
4685,1.0,-4.3811464,10.48888,-18.013325,24.02824,-25.769897,22.435429,-15.645708,8.413648,-3.1925027,0.6467237,sad
4686,1.0,-4.864109,12.521451,-22.58065,31.263556,-34.427162,30.426521,-21.36555,11.47887,-4.2828374,0.8366337,sad
4687,1.0,-5.0867887,13.484896,-24.833858,34.79752,-38.473133,33.96183,-23.634388,12.49033,-4.574277,0.8728152,sad
4688,1.0,-3.9648342,8.820061,-14.603854,19.102413,-20.272362,17.652287,-12.456752,6.903063,-2.8061283,0.6359639,sad
4693,1.0,-4.218392,9.390892,-15.000409,18.848919,-19.229467,16.0199,-10.763255,5.6108046,-2.033009,0.3792519,sad
4694,1.0,-5.0217834,13.240393,-24.150793,33.51995,-36.769936,32.18239,-22.221363,11.631648,-4.1862535,0.78656703,sad
4698,1.0,-4.1560287,9.32835,-15.286676,19.740328,-20.645805,17.695637,-12.268575,6.6140347,-2.5266128,0.5112319,sad
4701,1.0,-4.348146,10.111189,-16.909176,22.068336,-23.101809,19.580563,-13.268873,6.9299083,-2.5422392,0.48588535,sad
4706,1.0,-4.92704,12.72102,-22.852657,31.489258,-34.5691,30.496841,-21.382214,11.444798,-4.2327156,0.81801826,sad
4707,1.0,-4.583632,11.075456,-18.932579,25.124352,-26.716965,22.948536,-15.740107,8.292903,-3.041327,0.5830052,sad
4708,1.0,-4.8533955,12.411179,-22.17953,30.393959,-33.075455,28.8325,-19.903566,10.478,-3.8139296,0.72136354,sad
4709,1.0,-4.404213,10.516203,-18.127197,24.454361,-26.52604,23.307602,-16.469378,9.043974,-3.5224805,0.7343928,sad
4710,1.0,-4.22449,9.624919,-15.990477,20.983503,-22.342634,19.494831,-13.779005,7.6245213,-3.0215015,0.6373946,sad
4711,1.0,-4.26841,10.097362,-17.40932,23.40258,-25.314983,22.295078,-15.776698,8.649568,-3.399133,0.7327606,sad
4712,1.0,-5.150815,13.794451,-25.479609,35.769913,-39.727478,35.313633,-24.813957,13.229849,-4.8515506,0.9225375,sad
4713,1.0,-5.930441,19.041445,-41.009583,65.10569,-79.96921,77.2821,-58.46133,33.354588,-13.117548,2.7151377,sad
4721,1.0,-4.3646045,10.368056,-17.673018,23.53267,-25.27483,22.096352,-15.544762,8.493792,-3.2993615,0.69163734,exc
4723,1.0,-4.450489,10.836393,-18.714378,25.113842,-27.07759,23.613514,-16.505692,8.913016,-3.3760753,0.69932175,exc
4724,1.0,-5.6676083,16.3429,-31.584084,45.445023,-50.94953,45.073532,-31.047504,15.897451,-5.4426622,0.94636863,exc
4725,1.0,-5.5788474,15.870291,-30.471483,43.766716,-49.150627,43.73179,-30.4207,15.827827,-5.557053,0.99458563,exc
4726,1.0,-5.048772,13.322332,-24.232214,33.594322,-37.009804,32.767838,-23.016888,12.281649,-4.4981637,0.859477,exc
4730,1.0,-5.701692,16.497164,-31.954445,46.10269,-52.01389,46.5917,-32.67411,17.102983,-6.00844,1.073624,exc
4743,1.0,-5.526039,15.696285,-30.192398,43.562935,-49.208153,44.047333,-30.889767,16.2765,-5.826113,1.0762695,exc
4744,1.0,-12.204513,49.69859,-117.924866,194.61798,-240.08209,227.11626,-163.68967,86.19369,-29.794903,5.027732,exc
4763,1.0,-6.2319045,19.389162,-39.693287,59.62573,-69.331985,63.57718,-45.44459,24.138155,-8.589566,1.5682956,exc
4764,1.0,-3.881756,8.625035,-14.101775,18.210941,-19.153427,16.50835,-11.563341,6.3465986,-2.5162137,0.5622208,exc
4765,1.0,-4.836514,12.434164,-22.217863,30.31181,-32.889915,28.710175,-19.824236,10.347324,-3.6982217,0.68829846,exc
4766,1.0,-4.843911,12.359277,-21.910137,29.81827,-32.371017,28.28695,-19.626402,10.361546,-3.748894,0.7021865,exc
4767,1.0,-4.5569224,11.195201,-19.433304,26.033636,-27.844954,23.974339,-16.430264,8.633102,-3.163501,0.6191903,exc
4774,1.0,-5.040573,13.251867,-24.243603,33.975967,-37.92006,34.12764,-24.47085,13.451304,-5.15343,1.0325803,exc
4776,1.0,-4.647128,11.424761,-19.707388,26.19801,-27.886257,23.995995,-16.419666,8.574702,-3.1107485,0.5923501,exc
4798,1.0,-4.2948074,10.065044,-17.102655,22.992863,-25.12354,22.403976,-16.237303,9.273525,-3.799427,0.8447632,exc
4811,1.0,-4.7012067,11.795156,-20.743305,28.070055,-30.38551,26.520126,-18.451015,9.827385,-3.6407814,0.71466607,sad
4812,1.0,-4.2820034,9.806893,-16.24036,21.187841,-22.337362,19.168165,-13.278704,7.17408,-2.7494462,0.5602769,sad
4814,1.0,-4.2317123,9.942431,-16.954826,22.630808,-24.364367,21.262781,-14.952958,8.193935,-3.2009568,0.69083047,exc
4837,1.0,-4.380302,10.373232,-17.711699,23.625557,-25.39072,22.271664,-15.7261095,8.601439,-3.3465614,0.69891864,sad
4841,1.0,-4.512377,10.807838,-18.453663,24.541164,-26.258125,22.827076,-15.884321,8.566761,-3.2881289,0.6689539,ang
4845,1.0,-4.520537,10.925851,-18.89983,25.477999,-27.65281,24.427607,-17.317558,9.532165,-3.7336698,0.77592766,ang
4863,1.0,-4.2659945,9.529442,-15.08573,18.646152,-18.750092,15.545932,-10.462119,5.4997144,-2.0523405,0.39891788,sad
4867,1.0,-3.8855684,8.618257,-14.272371,18.553654,-19.58481,16.952599,-11.81461,6.4411035,-2.5215127,0.52506304,sad
4868,1.0,-3.8847942,8.569119,-14.078825,18.172577,-19.04371,16.396736,-11.419458,6.2184496,-2.4492111,0.5304532,sad
4897,1.0,-4.7583838,12.167242,-21.833235,29.992973,-32.638256,28.442188,-19.60252,10.318732,-3.7882767,0.7355649,ang
4907,1.0,-4.3674784,10.483177,-18.091904,24.292488,-26.17315,22.808262,-15.93821,8.634867,-3.3393307,0.7153157,ang
4908,1.0,-4.4356713,10.703974,-18.398277,24.60463,-26.473991,23.121155,-16.195568,8.778503,-3.3621101,0.69101846,ang
4909,1.0,-4.814246,12.265518,-21.618279,29.076813,-31.172516,26.906113,-18.357689,9.441771,-3.3063467,0.6042471,ang
4910,1.0,-5.157503,13.906411,-25.6206,35.578068,-38.804676,33.60205,-22.756283,11.52807,-3.949432,0.6990235,ang
4911,1.0,-4.6690836,11.571241,-19.950733,26.451359,-28.163876,24.31528,-16.74519,8.781535,-3.1870828,0.62179714,ang
4912,1.0,-5.6330256,16.06336,-30.515854,43.175255,-48.0746,42.855354,-30.03946,15.660739,-5.4311366,0.9527161,ang
4913,1.0,-3.9394429,8.879426,-14.716843,19.262268,-20.45168,17.737795,-12.473129,6.9102097,-2.7851577,0.6419784,ang
4914,1.0,-4.620945,11.524709,-20.142048,27.066486,-28.968555,24.938261,-17.032228,8.874172,-3.208538,0.62524784,ang
4915,1.0,-4.83734,12.378,-22.136864,30.385033,-33.148,29.007708,-20.11263,10.644888,-3.896753,0.74119,ang
4918,1.0,-5.0742345,13.379092,-24.008728,32.462883,-34.545887,29.20383,-19.234268,9.397207,-3.0738878,0.51886755,ang
4919,1.0,-5.6402044,16.430954,-32.168503,46.818672,-53.001484,47.335625,-32.917095,17.044323,-5.943697,1.0722493,ang
4920,1.0,-4.3403087,10.221249,-17.26204,22.840923,-24.411797,21.213074,-14.826131,8.061356,-3.09024,0.6275757,ang
4921,1.0,-4.667998,11.601868,-20.242922,27.24123,-29.364151,25.581718,-17.748707,9.436003,-3.505077,0.6930163,ang
4922,1.0,-4.5525613,11.18923,-19.472881,26.30085,-28.431578,24.765654,-17.221697,9.26901,-3.528931,0.7290243,ang
4924,1.0,-4.860175,12.545701,-22.659567,31.389435,-34.58046,30.609428,-21.511234,11.565588,-4.3329334,0.85883707,ang
4925,1.0,-4.473035,10.943076,-18.997616,25.47148,-27.240139,23.454727,-16.04705,8.434921,-3.0994897,0.6072929,ang
4926,1.0,-4.6818757,11.846008,-21.158709,29.121786,-31.92458,28.160889,-19.755333,10.65098,-4.0272555,0.81428057,ang
4928,1.0,-4.3308587,10.339516,-17.72031,23.665358,-25.344355,21.95935,-15.231218,8.192539,-3.126937,0.64867437,ang
4929,1.0,-4.575541,11.187638,-19.243013,25.5512,-27.179152,23.370918,-16.017723,8.415499,-3.0710285,0.59178203,ang
4930,1.0,-4.7384095,11.902515,-21.074715,28.792816,-31.403374,27.594778,-19.323792,10.404808,-3.9155643,0.7722133,ang
4931,1.0,-4.356258,10.396159,-17.763496,23.651022,-25.299402,21.951849,-15.260795,8.217076,-3.1272168,0.6439893,ang
4932,1.0,-4.710796,11.924212,-21.122057,28.687613,-30.955597,26.78419,-18.362411,9.609287,-3.4879527,0.67297536,ang
4933,1.0,-4.981092,13.101472,-23.611502,32.221115,-34.861332,30.257732,-20.764454,10.748245,-3.8026423,0.710014,ang
4934,1.0,-5.7408648,16.739466,-32.625305,47.197327,-53.13724,47.22299,-32.662327,16.769733,-5.7556415,1.0033938,ang
4935,1.0,-5.0354633,13.29854,-24.323515,33.81961,-37.08816,32.432014,-22.320587,11.638334,-4.1935887,0.7936302,ang
4936,1.0,-4.4368997,10.556591,-18.034615,24.174961,-26.201088,23.133045,-16.461525,9.161512,-3.6485393,0.7757846,ang
4937,1.0,-4.750041,11.957558,-20.829172,27.729067,-29.437822,25.146732,-17.008427,8.716098,-3.0826824,0.5853195,ang
4938,1.0,10.02551,-75.838745,224.40031,-408.4452,528.9149,-514.34143,373.3387,-189.53694,57.706,-7.1016774,exc
4979,1.0,-3.5039458,7.426211,-11.966051,15.200649,-15.885031,13.619444,-9.495331,5.2442994,-2.0760899,0.471964,ang
4982,1.0,-5.066237,13.532307,-24.930042,34.85267,-38.546608,34.107372,-23.830402,12.603218,-4.586422,0.87913233,ang
4984,1.0,0.100976944,-20.87181,78.111534,-159.26828,222.64133,-228.18716,172.5269,-91.91661,30.108923,-4.1680303,ang
4985,1.0,-5.408804,15.117124,-28.53252,40.26112,-44.49726,39.01442,-26.70419,13.591252,-4.640466,0.81532866,ang
4986,1.0,-4.708768,11.855503,-20.917265,28.352173,-30.711563,26.836124,-18.65852,9.919416,-3.684231,0.7345136,ang
4987,1.0,-5.1854863,13.904812,-25.39325,35.004524,-38.105858,33.14956,-22.650093,11.567325,-3.967577,0.69073427,ang
4991,1.0,-4.244939,9.930861,-16.662577,21.884441,-23.33115,20.300354,-14.239403,7.769723,-3.013444,0.6444655,ang
4992,1.0,-4.915199,12.757319,-22.907372,31.35463,-34.109367,29.763706,-20.554363,10.757661,-3.8749938,0.73906845,ang
4993,1.0,-5.421546,15.011691,-28.148438,39.69139,-44.094322,39.131874,-27.3166,14.299837,-5.055423,0.9115694,ang
4994,1.0,-5.0125346,13.204419,-24.064875,33.37735,-36.70791,32.41726,-22.637238,11.981605,-4.367907,0.8332297,ang
4995,1.0,-5.0495768,13.380302,-24.421179,33.79755,-36.972748,32.337223,-22.26215,11.556467,-4.1157336,0.7701493,ang
4996,1.0,-4.231435,9.8396,-16.59148,21.917284,-23.38161,20.317327,-14.198624,7.7445188,-3.024624,0.633422,ang
4997,1.0,-5.0698996,13.430636,-24.512728,33.980553,-37.316837,32.859444,-22.848818,12.010921,-4.3287616,0.8121706,ang
4998,1.0,-24.015041,106.26761,-253.66428,411.43408,-498.04965,465.84277,-332.77863,171.22421,-55.62036,8.155329,ang
5000,1.0,-6.2945766,19.885273,-41.29315,62.783516,-73.70856,68.15648,-49.117134,26.34184,-9.470529,1.7320118,ang
5002,1.0,-4.882937,12.655143,-22.755531,31.177322,-33.83142,29.400259,-20.16666,10.480137,-3.7433486,0.7016815,ang
5003,1.0,-4.7374015,11.978015,-21.159477,28.723999,-31.191765,27.362566,-19.115686,10.196337,-3.7725916,0.7421696,ang
5004,1.0,-4.977453,13.064688,-23.86602,33.197212,-36.53421,32.18342,-22.378922,11.811037,-4.3067775,0.8181484,ang
5005,1.0,-4.601174,11.341831,-19.847637,26.870884,-29.121838,25.49952,-17.832836,9.596031,-3.6223514,0.7244941,sad
5006,1.0,-4.479784,10.718088,-18.060242,23.530903,-24.63664,20.860092,-14.112232,7.331414,-2.684166,0.5408078,sad
5007,1.0,-3.8909543,8.365898,-13.410845,17.27134,-18.243673,15.891827,-11.340736,6.466851,-2.7191901,0.62235737,sad
5008,1.0,-4.2083364,9.438347,-15.049679,18.847996,-19.281086,16.210201,-11.0920515,5.9582944,-2.299072,0.48156828,sad
5009,1.0,-4.173362,9.598664,-16.073639,21.100853,-22.324663,19.213184,-13.324047,7.1811333,-2.7718534,0.59088045,sad
5010,1.0,-3.661555,7.77159,-12.570601,16.141855,-16.931952,14.718477,-10.440747,5.8240685,-2.3970501,0.5591825,sad
5012,1.0,-5.9725966,18.387772,-38.03136,58.157375,-68.65591,63.490654,-45.5499,24.376884,-8.853552,1.6600748,sad
5013,1.0,-4.345305,10.043234,-16.51056,21.203918,-22.051922,18.6898,-12.7753525,6.815616,-2.5957963,0.532702,sad
5014,1.0,-4.925732,12.802792,-23.083603,31.627407,-34.165043,29.356327,-19.83401,10.148376,-3.598107,0.68057245,sad
5015,1.0,-5.021909,13.264549,-24.238873,33.61899,-36.783676,32.053917,-21.957798,11.333315,-3.9851274,0.72177625,sad
5016,1.0,-4.7033257,11.500819,-19.74913,26.247038,-27.896133,23.888147,-16.298227,8.543755,-3.0975862,0.5688875,sad
5017,1.0,-4.053721,8.845099,-13.993229,17.523722,-17.943523,15.110062,-10.35514,5.576398,-2.149783,0.44556102,sad
5018,1.0,-4.4068966,10.605833,-18.285736,24.457214,-26.225681,22.723255,-15.727346,8.37784,-3.1295686,0.6227704,sad
5019,1.0,-4.128479,9.228594,-14.796567,18.616545,-18.989239,15.776052,-10.602251,5.5833,-2.0966625,0.41637787,sad
5020,1.0,-3.60678,7.4387426,-11.742834,14.859993,-15.419101,13.281654,-9.395434,5.286084,-2.1926403,0.4994534,sad
5021,1.0,-4.2953343,10.070682,-17.055752,22.610657,-24.19254,21.035566,-14.717227,7.99895,-3.0744758,0.6322728,sad
5022,1.0,-3.832032,8.658111,-14.481605,18.89754,-20.00722,17.299927,-12.066275,6.5661182,-2.6060665,0.58877885,sad
5023,1.0,-4.393888,10.334839,-17.193459,22.258469,-23.260822,19.692732,-13.353533,7.001339,-2.6032746,0.5243389,sad
5024,1.0,-3.6910849,8.184921,-13.507278,17.421284,-18.247997,15.543591,-10.67193,5.717844,-2.2016456,0.4786725,sad
5025,1.0,-4.1354017,9.5692215,-16.080406,21.077196,-22.22931,18.97638,-13.002807,6.9136915,-2.6231847,0.5425654,sad
5026,1.0,-5.217156,14.110368,-26.315933,37.25351,-41.597603,37.04689,-26.020891,13.865332,-5.0906515,0.9686853,sad
5027,1.0,-4.856016,12.205895,-21.370485,28.81472,-31.04655,26.997324,-18.714336,9.921577,-3.6372938,0.69131136,sad
5028,1.0,-4.52906,11.002601,-18.825169,24.845724,-26.196548,22.26661,-15.106538,7.8754063,-2.8803492,0.5561419,sad
5029,1.0,-4.4242187,10.666634,-18.575174,25.159885,-27.327717,24.093906,-17.02347,9.3113985,-3.63746,0.76769453,sad
5030,1.0,-5.542245,15.652132,-29.953949,43.068657,-48.599636,43.591576,-30.713232,16.291182,-5.872131,1.0810021,sad
5031,1.0,-5.121466,13.543001,-24.808823,34.728092,-38.630478,34.56064,-24.560154,13.324927,-4.9970226,0.96424496,sad
5032,1.0,-4.545262,11.171173,-19.574123,26.563705,-28.848146,25.289564,-17.707497,9.550051,-3.6318173,0.7399555,sad
5033,1.0,-4.5007267,10.81343,-18.318851,23.969616,-25.09882,21.229631,-14.339148,7.4262753,-2.691467,0.5147181,sad
5034,1.0,135.23856,-763.22205,2002.7742,-3364.837,4090.7268,-3744.7964,2536.0876,-1165.3408,291.6617,-18.952946,sad
5035,1.0,-4.5604644,11.154005,-19.432354,26.154623,-28.128086,24.420902,-16.876877,8.918454,-3.2799268,0.6360801,sad
5036,1.0,-4.0392227,9.128379,-15.220428,19.924889,-21.122164,18.386799,-12.92807,7.056303,-2.7797742,0.6064866,sad
5037,1.0,-4.886039,12.590832,-22.683258,31.339474,-34.530354,30.704506,-21.743214,11.768414,-4.432729,0.879711,sad
5038,1.0,-4.3560686,10.410084,-18.068348,24.448826,-26.55407,23.418697,-16.589897,9.124739,-3.6066296,0.7821872,sad
5039,1.0,-6.229211,20.07006,-43.00831,67.602264,-81.97476,78.26778,-58.419853,32.711864,-12.414486,2.4050496,sad
5040,1.0,-5.241688,14.110149,-25.976189,36.2812,-40.250313,35.96522,-25.502048,13.69933,-5.026134,0.94673574,sad
5041,1.0,-5.288942,14.5405655,-27.530205,39.508915,-44.660545,40.20662,-28.531292,15.379433,-5.735858,1.1180767,sad
5042,1.0,-4.216819,9.822505,-16.704659,22.203905,-23.835066,20.916777,-14.788122,8.107517,-3.1735375,0.6764009,sad
5043,1.0,-4.3031564,10.141968,-17.421566,23.431797,-25.437904,22.577183,-16.160448,8.993914,-3.6009283,0.7871357,sad
5044,1.0,-4.250638,9.915987,-16.839586,22.35482,-23.974741,21.013851,-14.812349,8.105291,-3.154604,0.6506264,sad
5045,1.0,-6.295324,21.851555,-50.625385,85.06646,-109.23683,109.572525,-85.50581,50.19411,-20.145422,4.150953,sad
5046,1.0,-3.930877,8.644978,-14.233281,18.68053,-19.988743,17.605839,-12.670927,7.221801,-3.0204134,0.70332426,sad
5047,1.0,-4.8551874,12.40024,-22.144587,30.406223,-33.353123,29.532427,-20.83526,11.262644,-4.2488933,0.84407556,sad
5048,1.0,-4.038473,9.179777,-15.563131,20.702019,-22.256588,19.666725,-14.02905,7.835273,-3.2267776,0.73840904,sad
5049,1.0,-3.837488,8.342159,-13.56081,17.352398,-18.009333,15.363602,-10.609464,5.714734,-2.2235997,0.4765752,sad
5050,1.0,-3.9734828,8.773074,-14.48252,18.908781,-20.03257,17.519396,-12.448966,6.9456387,-2.846103,0.6466225,sad
